file,GILS_cost,DBMEA_cost,GRASP_cost,GILS_time,DBMEA_time,GRASP_time,min_method,n,m,ratio1,ratio2,density,avg_clustering,mst_size,tsp_approx,edge_min,edge_max,edge_mean,edge_std,edge_var,edge_q25,edge_q75,between_min,between_max,between_mean,between_std,between_var,between_q25,between_q75,closeness_min,closeness_max,closeness_mean,closeness_std,closeness_var,closeness_q25,closeness_q75
random_10_1.tsp,5093.0,5093.0,5093.0,0.0610702037811279,0.0460224151611328,0.0,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.4795699969329574,9,8322.0,0.0,541.0,262.42,157.31320224316838,24747.4436,126.0,391.0,0.125,0.21759259259259256,0.1472222222222222,0.034196639467813664,0.0011694101508916313,0.125,0.15046296296296294,0.002564102564102564,0.004287756074321105,0.003514938097205896,0.0005092251064343805,2.593102090231062e-07,0.0034038155145743893,0.0037827596456391703
random_10_2.tsp,5313.0,5313.0,7487.0,0.084111213684082,0.0455436706542968,0.0,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.5369080068892946,9,6818.0,0.0,455.0,240.04,138.01868858962544,19049.1584,131.0,354.0,0.125,0.2037037037037037,0.13796296296296295,0.024127433742213666,0.0005821330589849106,0.125,0.1423611111111111,0.0028689831048772712,0.004774535809018567,0.00384543742288864,0.0005879997329054828,3.4574368589691916e-07,0.0034613234774604094,0.004255021228595153
random_10_3.tsp,6001.0,6001.0,9599.0,0.128577709197998,0.053556203842163,0.0,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.49514511350079565,9,6063.0,0.0,519.0,252.24,148.09815123761675,21933.0624,129.0,363.0,0.125,0.18055555555555555,0.13955026455026456,0.022636909312521308,0.000512429663223314,0.125,0.15317460317460316,0.002438363587103766,0.004672897196261682,0.0037019027809942944,0.0006772839049455641,4.587134878983119e-07,0.0032884506595758055,0.004352888931756347
random_10_4.tsp,5650.0,5650.0,6255.0,0.0755989551544189,0.0455608367919921,0.0,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.4566083317256166,9,6137.0,0.0,500.0,220.76,127.21942618955644,16184.7824,119.0,298.0,0.125,0.16666666666666663,0.1392416225749559,0.017809230910308196,0.0003171687056166769,0.125,0.1564153439153439,0.003033367037411527,0.005454545454545455,0.004244288876837303,0.0008483425308122409,7.19685049584918e-07,0.003546663124096848,0.00509517688525727
random_10_5.tsp,5818.0,5818.0,7504.0,0.1156141757965087,0.0390295982360839,0.0,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.5003808537271245,9,7766.0,0.0,504.0,246.16,139.66837294104917,19507.254399999998,148.0,347.0,0.125,0.17129629629629628,0.13611111111111113,0.017470335429734443,0.0003052126200274345,0.125,0.14583333333333331,0.002871729419272495,0.004774535809018567,0.0037489681207806954,0.0006000505583831473,3.600606726159269e-07,0.0032689879320983227,0.004164856056491037
random_10_6.tsp,5566.0,5566.0,7851.0,0.1166017055511474,0.0410513877868652,0.0,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.44629629733861814,9,5876.0,0.0,511.0,220.12,125.22310329967071,15680.8256,131.0,334.0,0.125,0.18055555555555555,0.13703703703703704,0.020307140925427132,0.0004123799725651575,0.125,0.13888888888888887,0.0029702970297029703,0.005322294500295683,0.004249968908768465,0.0008088590652260278,6.542529873983234e-07,0.0035201784868109307,0.004830934541311347
random_10_7.tsp,5387.0,5387.0,6947.0,0.115605354309082,0.0440404415130615,0.0005028247833251,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.45537209950510216,9,6981.0,0.0,476.0,206.66,117.16716434223369,13728.144399999997,135.0,286.0,0.125,0.18055555555555555,0.1384259259259259,0.02156135374480558,0.0004648919753086417,0.125,0.14583333333333331,0.0033720494567253652,0.006081081081081081,0.004607842754039365,0.0010905937058668796,1.1893946312764539e-06,0.0035249095845486635,0.005691498778258757
random_10_8.tsp,6191.0,6191.0,8802.0,0.0981204509735107,0.036036729812622,0.0,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.5162001844121591,9,8166.0,0.0,553.0,276.74,150.29075952965306,22587.312400000003,178.0,416.0,0.125,0.15277777777777776,0.1300925925925926,0.010237659438655542,0.0001048096707818929,0.125,0.125,0.0026674570243034974,0.003770423125261835,0.0032920400900493425,0.00035468523500700234,1.2580161593197247e-07,0.0030478237493976016,0.003583090939026398
random_10_9.tsp,5275.0,5275.0,5605.0,0.0755794048309326,0.039963960647583,0.000502586364746,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.4426476883973841,9,6884.0,0.0,571.0,251.5,157.89442675408148,24930.65,129.0,388.0,0.125,0.17129629629629628,0.13425925925925924,0.015493704195075467,0.00024005486968449913,0.125,0.13888888888888887,0.0024923843810578787,0.004729374671571204,0.00373502899859834,0.0007221475187888669,5.214970388929169e-07,0.003264198743429393,0.004231830270313182
random_20_0.tsp,14438.0,14370.0,23258.0,0.7491190433502197,0.2817728519439697,0.002000093460083,DBMEA_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.4250821276088552,19,20191.0,0.0,515.0,225.85,117.62328638496716,13835.2375,140.25,312.0,0.05555555555555555,0.09064327485380115,0.06568875893437295,0.011609132748776257,0.00013477196317870937,0.05555555555555555,0.06976120857699805,0.0032781228433402345,0.0054285714285714284,0.004315358662985205,0.0006728992415904931,4.5279338933306074e-07,0.003560947181274624,0.0048531349253534434
random_20_1.tsp,18155.0,17589.0,22263.0,0.4224748611450195,0.2487204074859619,0.0020105838775634,DBMEA_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.44644709116491,19,21648.0,0.0,564.0,258.095,132.2787056747986,17497.655974999998,163.25,354.25,0.05555555555555555,0.09341873201522324,0.06650051053559827,0.012767892221283411,0.00016301907177430946,0.05555555555555555,0.07506265664160403,0.0027472527472527475,0.004921004921004921,0.0037842753431058087,0.0006335124681953487,4.0133804735896274e-07,0.0032682383976247948,0.004244433440608214
random_20_2.tsp,15561.0,15564.0,18795.0,0.3233966827392578,0.2627966403961181,0.0020008087158203,GILS_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.44510683857598077,19,19246.0,0.0,531.0,244.41,130.85099120755638,17121.9819,146.75,344.5,0.05555555555555555,0.09309384572542467,0.0652854358117516,0.012022218464108697,0.00014453373679875606,0.05555555555555555,0.07032163742690059,0.0029692139396780746,0.005142083897158322,0.003998447779666881,0.00066621148920911,4.4383774835422e-07,0.00339995398931974,0.004520291079923611
random_20_3.tsp,15691.0,15626.0,20964.0,0.5920133590698242,0.2573170661926269,0.0020003318786621,DBMEA_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.473325828690887,19,19935.0,0.0,522.0,261.155,139.2278383621609,19384.390975,143.25,367.0,0.05555555555555555,0.10799220272904482,0.0700320825211176,0.015244357907081531,0.00023239044799919922,0.05555555555555555,0.07609538366117313,0.0029244266584577496,0.00447374617376972,0.003706181683571894,0.0004956345849294986,2.4565364177823635e-07,0.0032697039197312726,0.004098457882110308
random_20_4.tsp,15495.0,14972.0,18769.0,0.3971936702728271,0.2643842697143554,0.0020008087158203,DBMEA_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.3623084443852981,19,21283.0,0.0,629.0,236.155,128.14496078660292,16421.130975,149.75,320.75,0.05555555555555555,0.09849624060150375,0.06629676041956742,0.011957617869282216,0.00014298462510777736,0.057309941520467825,0.07034948482316902,0.0026514094334356684,0.005420827389443652,0.00418692455181233,0.0007865321374731595,6.186328032780972e-07,0.003660308878605602,0.004790480915398344
random_20_5.tsp,12912.0,13036.0,18198.0,0.5004794597625732,0.3148603439331054,0.0020005702972412,GILS_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.40488298321715693,19,17187.0,0.0,539.0,229.665,128.53101872699835,16520.222775,138.25,324.0,0.05555555555555555,0.0935672514619883,0.06763111482409728,0.012122329767431956,0.0001469508789903669,0.05555555555555555,0.07373294346978557,0.00304,0.005394662123793299,0.00424327646192146,0.0006668186141947314,4.4464706423658206e-07,0.0038596599119935793,0.004785006721519349
random_20_6.tsp,18323.0,17360.0,22766.0,0.4940330982208252,0.3040776252746582,0.0020008087158203,DBMEA_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.426248025297955,19,19358.0,0.0,581.0,261.06,147.53927070444666,21767.836399999997,135.0,370.5,0.05555555555555555,0.11461988304093565,0.0651559454191033,0.0137623592531637,0.0001894025322131405,0.05555555555555555,0.06754385964912281,0.0024869109947643978,0.004727544165215228,0.003749928594276135,0.0006233939112287755,3.886199685571104e-07,0.003180265800630294,0.0042345234101184345
random_20_7.tsp,16156.0,16156.0,24433.0,0.6377594470977783,0.2531526088714599,0.0020003318786621,GRASP_time,20,210,0.09523809523809523,10.5,1.105263157894737,0.438265450721823,19,19883.0,0.0,540.0,244.62,128.11598495113716,16413.7056,152.0,341.25,0.05555555555555555,0.09122807017543859,0.06429963798384851,0.009563693537900122,9.146423408687254e-05,0.05555555555555555,0.0713589529379003,0.002770083102493075,0.005039787798408488,0.004007508951727627,0.0007076409811000326,5.007557581322167e-07,0.0034751001210210353,0.00473650035054284
random_20_8.tsp,16576.0,17006.0,20330.0,0.3254227638244629,0.2215745449066162,0.0020008087158203,GILS_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.40731168196501055,19,24245.0,0.0,602.0,251.04,132.43246731825244,17538.3584,165.75,339.25,0.05555555555555555,0.10068226120857698,0.06771036387264458,0.014509941353847727,0.00021053839809210043,0.05555555555555555,0.07705896686159844,0.00248821372446307,0.005224085784987627,0.003949519425972943,0.0008045931877105488,6.473701977102223e-07,0.0032308544112080225,0.0047501231401349065
random_20_9.tsp,15870.0,15918.0,20737.0,0.4601461887359619,0.2572312355041504,0.0020015239715576,GILS_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.45162080289344725,19,19577.0,0.0,557.0,259.625,133.05620757785036,17703.954375,152.75,348.25,0.05555555555555555,0.08942495126705652,0.06544834307992202,0.009679164940268745,9.368623394092768e-05,0.05555555555555555,0.06974902534113059,0.0025162230168189643,0.004620622568093385,0.0037391528087684723,0.0005271933882525638,2.779328686172185e-07,0.0033938089712776016,0.00413434334695682
random_30_0.tsp,28591.0,28187.0,30791.0,1.0747873783111572,1.015777587890625,0.0065042972564697,DBMEA_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.39659500320346763,29,31479.0,0.0,621.0,259.6177777777778,131.91396403024527,17401.29390617284,162.0,350.0,0.03571428571428571,0.06473050758765045,0.04593647458179479,0.009925347367889529,9.85125203732716e-05,0.037356321839080456,0.05215952629745733,0.0024371795949239433,0.0050347222222222225,0.0038352038210678263,0.0006489292827268031,4.211092139803232e-07,0.0034045691699395066,0.004229735739548289
random_30_1.tsp,27320.0,27727.0,36002.0,1.433558225631714,0.9222815036773682,0.0065054893493652,GILS_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.4377995527340955,29,34136.0,0.0,509.0,235.97333333333333,118.78013002555979,14108.719288888888,141.0,329.0,0.03571428571428571,0.06771053248885761,0.04548023040633877,0.00895609847068118,8.021169981653779e-05,0.037356321839080456,0.049524982406755805,0.003031887088342917,0.005393342012274502,0.004179004098342459,0.000586236267437277,3.436729612587906e-07,0.003748224517309452,0.004764010615074445
random_30_2.tsp,31882.0,31149.0,34648.0,1.0858376026153564,1.0934343338012695,0.0050013065338134,DBMEA_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.3975582763282928,29,33499.0,0.0,580.0,242.72222222222223,127.54014860495043,16266.48950617284,152.0,325.0,0.03571428571428571,0.07172570177496286,0.047420337257159925,0.011284913558428264,0.00012734927402119808,0.03571428571428571,0.053762610713041746,0.002745952087870467,0.0054747970549367565,0.0041647211877873696,0.0008748336697051617,7.653339496497999e-07,0.0034904097493226624,0.005085276447004626
random_30_3.tsp,32865.0,32587.0,41286.0,1.6275193691253662,0.7698585987091064,0.0065114498138427,DBMEA_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.41591004314619834,29,38447.0,0.0,632.0,276.4977777777778,141.86855025204596,20126.685550617287,165.0,390.0,0.03571428571428571,0.05747126436781609,0.04378352490421456,0.007028763858810913,4.9403521382926485e-05,0.03596059113300493,0.04806132223004144,0.0024727148703956345,0.004579188378335702,0.003603624912142339,0.0006114344689275917,3.7385210979276614e-07,0.0033018332150814692,0.003925964976139409
random_30_4.tsp,29997.0,28810.0,39277.0,1.4858989715576172,1.0374574661254885,0.0060009956359863,DBMEA_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.3921000713107408,29,30726.0,0.0,572.0,236.4711111111111,123.05729581914673,15143.098054320986,149.0,326.0,0.03571428571428571,0.06777130915061949,0.04642567032037477,0.010215485019625613,0.00010435613418619533,0.036535303776683084,0.054289819376026276,0.0024978466838931957,0.005363417791751433,0.004205778713402738,0.0006626113479096732,4.39053798378674e-07,0.0038221144078385977,0.004605636496947398
random_30_5.tsp,28346.0,28246.0,36163.0,1.4396040439605713,0.8674290180206299,0.0065045356750488,DBMEA_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.39959137095218117,29,32158.0,0.0,579.0,243.83333333333334,123.84537402207103,15337.676666666666,156.0,328.0,0.03571428571428571,0.08267651888341543,0.047115468154056005,0.012034728324191543,0.00014483468583709818,0.03745894909688013,0.05386904761904762,0.002726588943211734,0.005367388487877105,0.004081817777940907,0.0006885628789327849,4.741188382442051e-07,0.0035206072631763317,0.004484825073270464
random_30_6.tsp,32742.0,31680.0,38503.0,1.2389426231384275,0.9979021549224854,0.0055129528045654,DBMEA_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.43712246315174774,29,35763.0,0.0,573.0,264.02666666666664,133.02998559222152,17696.977066666666,165.0,366.0,0.03571428571428571,0.07019704433497537,0.04533844859324507,0.008556319107509328,7.321059666952923e-05,0.03786945812807881,0.05151090869994811,0.002847883727781597,0.004899476262882244,0.0037458064304256027,0.0005728577272823387,3.2816597570708634e-07,0.0032497632157706324,0.004133361032180688
random_30_7.tsp,29865.0,29816.0,40923.0,1.85950255393982,0.8930401802062988,0.0060014724731445,DBMEA_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.4280201705285482,29,35685.0,0.0,572.0,258.47777777777776,127.06689644765669,16145.996172839506,159.0,359.0,0.03571428571428571,0.06777930607979869,0.04383441417664908,0.009013820320008312,8.124895676139475e-05,0.03571428571428571,0.04746808642485334,0.0028243085313595638,0.004785478547854785,0.0037950800216005375,0.00046069249503275086,2.1223757497950116e-07,0.0034995633290846435,0.004137142329603991
random_30_8.tsp,26130.0,24237.0,29440.0,0.952324151992798,0.8619534969329834,0.0065164566040039,DBMEA_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.3722892284531391,29,28892.0,0.0,515.0,201.76666666666668,106.48230421582316,11338.48111111111,126.0,273.0,0.03571428571428571,0.06605090311986862,0.04658469962349272,0.008292449636417568,6.876472097252186e-05,0.03987068965517241,0.05282713660176715,0.003102931735501819,0.006376429199648197,0.004975959884906334,0.0009061029358768443,8.210225304046367e-07,0.004276313053973881,0.0058067372168277035
random_30_9.tsp,27228.0,25155.0,40820.0,1.799238920211792,0.7630395889282227,0.0055043697357177,DBMEA_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.37769000882238285,29,35284.0,0.0,625.0,249.7577777777778,128.57964758405393,16532.72577283951,154.0,342.0,0.03571428571428571,0.0603448275862069,0.04424999466871389,0.007991432266149661,6.38629896644579e-05,0.03571428571428571,0.04923029556650246,0.0025465402177730946,0.005031228313671062,0.003965959902174592,0.0005912397826164834,3.4956448054838645e-07,0.0036526858824460435,0.004303108555492669
random_40_0.tsp,48681.0,46601.0,57875.0,2.733460664749145,2.942981481552124,0.0135154724121093,DBMEA_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.4018522587846755,39,50486.0,0.0,580.0,250.1025,126.63525178144512,16036.486993749999,156.0,349.25,0.02631578947368421,0.054373939900255706,0.03546800786932365,0.00802369463030623,6.437967552040504e-05,0.029823758113231794,0.039690803835540675,0.002819752729376039,0.005136986301369863,0.003975308389203489,0.0005535173166599314,3.0638141984241067e-07,0.003605523424776375,0.004422204961473591
random_40_1.tsp,45223.0,41824.0,57425.0,2.86643385887146,2.509451389312744,0.0145139694213867,DBMEA_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.4278940209561927,39,51967.0,0.0,537.0,245.72375,122.99711352685274,15128.2899359375,155.0,339.0,0.02631578947368421,0.06402306853918141,0.03621070700159369,0.009766194387352808,9.537855281156148e-05,0.02794646873594242,0.0428459988022565,0.0029698446542796224,0.00522508038585209,0.004065725152269356,0.0006329520958253402,4.006283556096906e-07,0.00356052140989129,0.004660359868107926
random_40_2.tsp,46733.0,46554.0,66892.0,3.910172939300537,3.120239496231079,0.0140168666839599,DBMEA_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.3899593723839192,39,65729.0,0.0,597.0,247.93125,126.79472198572581,16076.9015234375,150.0,345.25,0.02631578947368421,0.05822732523137381,0.035537453530874584,0.008558669606236555,7.32508254287174e-05,0.027665317139001347,0.03879692432324011,0.0027726432532347504,0.005315524056153742,0.0040516084740053445,0.0006842201936008713,4.681572733312138e-07,0.003504084037421153,0.004524231295368931
random_40_3.tsp,50839.0,46921.0,64527.0,2.751582622528076,2.409901857376098,0.0140261650085449,DBMEA_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.38201768317614376,39,57526.0,0.0,627.0,254.22875,132.0042193395253,17425.1139234375,151.0,352.25,0.02631578947368421,0.05712224197711371,0.03673824901473928,0.00956417111983286,9.147336920944496e-05,0.0284099672257567,0.04297089362878836,0.0025846643250049704,0.005353466026080988,0.0039987699432082096,0.0007951663244254502,6.322894835002802e-07,0.0034985742784656416,0.0046043936096787745
random_40_4.tsp,50801.0,49203.0,60825.0,2.390136241912842,3.010152578353882,0.0145070552825927,DBMEA_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.39523713998944776,39,60013.0,0.0,636.0,268.22125,132.72011828821394,17614.6297984375,165.75,370.0,0.02631578947368421,0.060122041700989066,0.03529090657503857,0.008038833184175174,6.462283896299595e-05,0.02773688300004089,0.04021643561117244,0.002716823406478579,0.004660054964750866,0.003707550830743525,0.0005193334236704314,2.697072049412518e-07,0.0033267946440605177,0.00401977177141777
random_40_5.tsp,46200.0,47100.0,67425.0,3.122889280319214,2.138277769088745,0.0145061016082763,GILS_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.4032011210157827,39,64302.0,0.0,607.0,259.4975,129.45151599633743,16757.694993750003,158.0,358.25,0.02631578947368421,0.05754068243946787,0.03587779633973276,0.008713836402866767,7.593094485592604e-05,0.027450035344772184,0.04193725801995627,0.002682624845233182,0.005108724128897039,0.003871073809760872,0.0006633537220702891,4.400381605845063e-07,0.0033594750960922485,0.004392513229163881
